Age,Income,Debt_Ratio,Nb_Borrowers,Loan_Amt,Loan_Amt_Req,LTV,FICO_Score,Prior_Custom_Score,Current_Custom_Score,CB_Age_Oldest_TL,CB_Age_Newest_TL,CB_Avg_Mos_File,CB_Nb_Sat_TL,CB_Nb_60_Plus_TL,CB_Nb_90_Plus_TL,CB_Pct_Sat_TL,CB_Mos_Since_Dlq,CB_Max_Dlq_12_Mos,CB_Max_Dlq_Ever,CB_Nb_Total_TL,CB_Nb_TL_Open_12,CB_Pct_IL_TL,CB_Nb_Inq_6_Mos,CB_Nb_Inq_6_Mos_excl_7_Days,CB_Rev_Util,CB_IL_Util,CB_Nb_Rev_TL_w_Bal,CB_Nb_IL_TL_w_Bal,CB_Nb_Rev_Tl_75_Pct_Limit,CB_Pct_TL_w_Bal,Risk_Flag
37,14583,22,1,387000,54700.0,85,702,232,239,151,7,60,30,1,0,97,36,6,5,34,4,27,0,0,16,78,3,6,1,45,1
55,9250,18,2,117913,23957.0,100,712,274,218,169,6,79,57,0,0,100,999,7,8,31,4,39,0,0,61,93,5,4,1,82,0
56,2167,35,1,135971,50000.0,37,747,263,245,446,42,158,16,1,1,100,999,6,8,17,0,24,0,0,0,.,1,1,0,50,1
55,29562,17,2,475000,50000.0,94,736,242,242,281,1,75,33,0,0,100,999,7,8,36,5,33,5,5,24,95,4,3,1,64,1
76,1096,45,2,72600,21500.0,50,733,256,230,406,5,165,8,0,0,89,21,6,6,9,1,11,1,1,30,.,4,.,.,67,1
37,2869,25,1,94000,12000.0,89,706,235,258,197,27,110,21,0,0,91,45,6,6,22,0,27,2,2,47,23,2,2,.,57,1
36,2793,29,2,69685,15000.0,100,742,298,252,13,9,49,23,0,0,100,999,7,8,1,1,22,0,0,12,86,1,2,0,33,0
43,12500,15,2,183040,50000.0,97,716,255,217,159,10,58,9,1,1,91,66,6,3,11,1,9,3,3,15,.,2,1,0,63,1
41,4900,43,2,214000,20500.0,100,662,214,228,201,3,97,26,1,1,85,18,6,6,26,4,38,3,3,60,.,3,2,2,83,0
34,3167,36,1,135000,25000.0,83,716,271,248,197,7,55,14,0,0,100,999,7,8,14,1,36,0,0,70,45,3,2,1,100,1
36,4667,33,1,143000,31300.0,94,713,271,244,188,4,79,18,0,0,100,999,7,8,19,4,26,0,0,46,99,6,2,2,100,0
40,3917,44,2,115000,15000.0,100,769,263,257,204,3,91,22,0,0,100,999,7,8,22,1,32,2,2,70,85,3,3,2,55,0
46,16083,19,2,275001,51000.0,78,621,219,168,162,11,103,35,1,1,66,25,5,2,41,1,49,1,1,69,92,8,5,2,88,0
33,10417,28,1,240001,66000.0,85,698,208,229,150,7,57,36,0,0,100,999,7,8,40,7,8,3,3,30,56,8,2,3,56,1
30,3991,41,2,187769,34000.0,91,732,293,238,64,12,34,24,0,0,100,999,7,8,24,0,8,0,0,6,.,4,1,0,24,0
47,12002,31,2,368000,111000.0,63,599,232,222,300,10,113,28,1,1,87,2,4,6,30,1,63,0,0,62,48,6,5,1,92,1
49,4167,18,1,90000,9000.0,90,646,242,197,199,2,65,18,0,0,85,22,6,6,20,3,40,5,5,58,82,4,3,1,88,0
66,2000,34,2,65000,17000.0,99,633,232,205,170,7,59,21,0,0,96,57,6,6,26,3,69,2,2,88,.,7,1,3,100,0
41,34088,16,1,620000,16000.0,81,725,277,243,163,7,84,20,0,0,100,999,7,8,24,1,50,2,2,52,28,4,4,0,89,0
36,16254,32,1,112000,23000.0,100,755,274,258,233,2,92,56,0,0,100,999,7,8,66,9,49,1,1,8,64,2,13,2,62,1
56,3917,16,1,76001,8800.0,100,680,234,211,174,7,85,22,2,1,84,25,6,4,25,2,60,0,0,76,.,2,1,1,75,1
44,5000,19,2,94367,25000.0,79,779,269,269,159,3,98,28,0,0,100,999,7,8,28,1,36,4,4,28,.,1,2,0,75,1
71,3333,34,1,138395,7500.0,90,688,257,206,154,8,124,9,1,0,70,5,3,5,24,1,50,1,1,9,.,1,1,0,40,0
53,5417,20,1,128000,15000.0,74,641,197,197,289,5,64,18,0,0,89,8,4,6,18,6,39,2,2,73,.,4,.,1,57,0
44,3482,37,1,68464,30400.0,100,713,264,239,159,9,69,26,0,0,100,999,6,7,27,2,48,0,0,61,67,3,4,2,78,0
38,1992,26,1,56657,5000.0,89,650,203,195,145,2,23,12,1,1,100,999,7,8,3,5,23,0,0,49,61,7,2,2,92,0
77,5584,49,1,124000,55000.0,91,716,257,225,63,4,75,26,1,1,100,999,6,8,20,4,31,4,4,19,86,4,5,0,64,0
46,5667,34,1,211000,42200.0,90,705,249,202,247,2,89,8,1,0,88,43,6,5,16,4,44,1,1,98,.,1,2,1,100,0
45,5417,44,2,219000,78000.0,90,780,293,276,204,10,79,15,0,0,100,999,7,8,15,1,40,0,0,0,.,0,1,0,25,1
47,5167,30,2,271172,80000.0,43,687,215,215,207,5,58,12,1,1,100,999,6,8,14,3,29,4,4,2,.,1,1,0,29,1
45,3333,39,1,108641,21000.0,89,701,246,206,258,1,69,25,0,0,97,.,6,6,31,5,23,2,2,57,.,4,1,1,45,1
37,11887,18,1,226369,42000.0,100,694,274,231,84,8,40,28,0,0,100,999,7,8,28,2,25,2,2,23,75,7,4,1,55,1
32,5042,23,1,137512,17500.0,90,799,320,269,142,24,90,15,0,0,100,999,7,8,15,0,7,0,0,2,.,2,1,0,50,1
85,3000,10,1,83144,20000.0,24,803,245,255,242,35,158,7,0,0,100,999,7,8,15,0,14,0,0,0,.,2,.,0,33,1
42,10167,23,2,305000,64000.0,80,672,178,163,169,9,43,37,0,0,100,999,7,8,28,2,16,3,3,68,77,7,1,6,82,0
36,9458,35,2,290000,25000.0,79,688,264,235,196,4,64,34,0,0,100,999,7,8,35,1,37,0,0,83,.,6,1,3,100,1
33,3000,33,1,111000,15000.0,90,657,218,191,120,6,49,15,1,1,88,25,6,4,16,2,44,1,1,69,81,4,3,2,78,1
56,4500,47,2,306000,75000.0,74,771,262,267,244,21,123,26,0,0,100,999,7,8,21,0,46,0,0,8,.,6,.,0,67,1
35,7004,56,1,220000,25000.0,66,678,263,214,178,3,73,27,0,0,90,23,6,6,30,4,52,0,0,73,69,3,3,1,86,0
86,5598,52,1,405000,74000.0,80,784,284,284,178,3,91,22,0,0,100,999,7,8,24,2,29,6,6,7,68,2,2,0,44,0
65,2300,28,2,67838,20000.0,75,646,242,159,265,22,68,7,0,0,71,3,4,6,14,0,29,0,0,79,.,2,1,1,75,0
45,6917,26,2,158465,25000.0,81,723,234,234,111,15,63,9,0,0,100,999,7,8,9,0,56,0,0,92,82,2,2,2,100,1
34,4175,22,2,86000,16000.0,99,611,227,163,135,12,74,34,1,0,91,3,4,5,35,0,20,9,9,55,48,8,3,3,61,0
37,2500,30,1,108339,50000.0,46,751,241,205,126,2,31,25,0,0,100,999,7,8,28,9,4,5,5,12,.,6,.,0,30,0
47,2262,38,1,54249,5000.0,83,666,246,199,26,2,51,7,0,0,90,4,4,6,3,2,60,2,1,28,77,2,3,0,83,0
48,9292,19,2,129000,50000.0,91,731,274,247,243,2,113,26,0,0,100,999,5,7,29,2,31,1,1,36,82,8,3,2,69,1
45,6917,15,2,139000,50000.0,86,760,256,287,232,9,83,28,0,0,100,999,7,8,53,1,18,0,0,5,12,5,2,0,41,1
36,0,7,1,0,25000.0,70,.,0,189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
43,6250,28,2,150000,50000.0,100,714,269,234,186,5,76,16,0,0,100,999,7,8,16,1,44,2,2,83,39,2,3,1,71,1
37,2773,38,1,70911,19339.0,100,680,229,202,28,9,21,3,0,0,100,999,7,8,3,1,100,0,0,.,.,.,2,.,100,0
38,5000,21,1,98040,30000.0,76,732,307,247,175,17,88,39,0,0,100,999,7,8,40,0,70,1,1,33,74,3,2,1,83,1
41,4417,17,2,106000,50000.0,47,782,250,266,183,11,68,14,0,0,100,999,7,8,21,1,7,0,0,3,.,2,.,0,25,1
40,16667,24,2,238381,100000.0,84,719,239,196,28,2,16,3,0,0,100,999,7,8,4,2,25,1,1,36,49,3,1,0,100,1
76,2546,15,2,156844,25000.0,39,753,265,265,170,1,67,21,0,0,100,999,7,8,24,4,25,1,1,12,98,3,2,0,63,1
59,1892,22,1,77743,25000.0,32,777,291,259,279,9,115,16,0,0,94,59,6,6,16,1,13,3,3,5,.,1,.,0,20,1
58,2842,42,1,81730,9900.0,100,649,239,216,405,11,84,15,1,0,82,57,6,5,17,1,35,0,0,76,91,6,2,4,80,0
33,6833,27,2,188001,23000.0,100,602,239,164,23,15,18,3,1,1,100,999,7,8,4,0,33,0,0,94,.,2,1,0,100,0
42,3317,50,2,222200,55000.0,25,716,283,241,248,1,103,14,0,0,88,3,4,6,16,1,13,1,1,2,.,3,1,1,57,0
31,4084,24,1,98221,14000.0,94,719,250,209,109,3,50,21,0,0,95,28,6,6,21,6,71,2,2,43,73,3,5,0,89,0
41,4600,15,2,46000,6900.0,100,660,213,213,194,15,95,19,0,0,95,4,4,6,20,0,50,4,4,51,.,4,1,2,83,0
41,4000,21,1,86001,13000.0,100,691,265,222,261,2,63,19,0,0,100,999,7,8,21,1,25,1,1,60,62,5,3,3,73,0
73,4667,2,2,63000,7000.0,95,758,318,263,511,20,168,20,0,0,100,999,7,8,20,0,25,0,0,16,.,3,1,1,40,0
55,4900,42,2,71989,38000.0,99,653,258,196,271,2,51,20,0,0,100,999,7,8,26,2,32,1,1,88,94,9,2,3,100,0
40,16667,20,1,360000,43000.0,83,709,230,211,206,1,77,53,2,1,95,28,6,5,63,4,51,4,4,39,78,4,5,1,56,0
50,16667,49,1,400001,70000.0,95,708,241,201,278,1,87,21,2,2,96,61,6,6,25,5,36,2,2,23,85,3,3,1,55,0
93,1000,23,1,30321,15000.0,49,770,266,237,.,2,159,20,1,1,95,34,6,4,0,1,0,0,0,0,.,1,.,0,13,0
34,6250,40,1,202429,26000.0,100,683,225,187,194,3,43,18,0,0,100,999,7,8,18,7,44,2,2,68,.,6,2,2,67,0
49,10872,47,2,350000,50000.0,82,755,273,262,273,6,103,28,0,0,100,999,7,8,32,1,31,1,1,2,.,4,3,0,50,1
54,7509,25,2,180000,50000.0,69,716,283,238,264,7,89,54,0,0,98,24,6,6,55,1,36,1,1,33,55,5,4,1,67,1
57,7396,18,2,175000,25000.0,89,759,293,271,240,4,103,23,0,0,92,28,6,6,26,3,50,1,1,9,88,2,2,0,50,1
34,2083,44,1,117700,30000.0,72,684,267,217,190,47,128,25,0,0,88,14,5,6,25,0,16,0,0,87,30,9,1,5,100,0
27,9583,34,2,216000,35000.0,100,607,239,198,93,7,45,32,0,0,94,8,4,6,33,4,58,0,0,100,85,2,7,1,100,0
35,6250,29,1,273000,25000.0,84,712,264,239,155,11,68,18,0,0,91,7,4,6,23,2,26,0,0,1,.,3,1,0,36,0
31,6458,23,2,92000,18000.0,100,.,286,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
66,3750,51,2,145591,100000.0,69,747,291,279,373,9,105,13,0,0,85,67,6,6,13,1,8,0,0,3,.,2,.,0,27,0
36,2750,39,1,99000,10000.0,97,636,204,177,63,7,31,5,1,1,83,25,6,2,6,1,33,2,2,91,83,2,2,1,100,0
37,3167,43,1,160000,10000.0,93,796,273,268,192,25,110,19,0,0,100,999,7,8,19,0,42,1,1,2,.,2,1,0,75,1
51,6833,29,1,203846,30000.0,99,727,297,238,101,13,63,31,0,0,100,999,7,8,32,0,9,1,1,36,3,2,2,1,40,1
55,1638,50,1,94999,7000.0,79,686,260,197,138,68,92,6,0,0,83,17,6,6,6,0,50,0,0,84,.,1,1,1,100,0
71,6387,23,2,256490,100000.0,58,793,254,267,447,10,136,6,0,0,100,999,7,8,7,1,43,0,0,13,.,1,1,0,67,1
66,0,12,1,0,100000.0,48,.,0,189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
43,7083,24,1,220000,50000.0,89,714,282,245,284,1,69,27,0,0,100,999,7,8,30,4,30,2,1,24,55,5,4,2,41,0
57,5833,26,2,166430,50000.0,76,780,290,280,361,12,171,9,0,0,100,999,7,8,9,0,22,0,0,31,16,4,2,0,67,1
57,8583,27,2,190000,50000.0,99,645,250,220,250,14,139,38,1,0,90,2,4,5,41,0,24,0,0,62,.,9,1,3,83,0
31,7751,24,2,156000,20000.0,100,674,216,226,144,21,62,22,0,0,86,6,4,6,22,0,59,2,2,11,58,2,3,1,100,1
31,2650,30,2,66000,13200.0,100,639,266,237,129,7,54,24,0,0,100,999,7,8,24,3,17,2,2,31,86,10,2,4,92,0
43,2393,39,1,83820,45000.0,85,662,224,207,233,67,130,3,1,1,75,10,4,3,4,0,50,4,2,60,.,1,1,.,100,0
35,2767,48,1,52697,50000.0,95,683,288,235,178,22,74,25,0,0,92,12,6,6,25,0,40,6,5,20,45,5,2,0,70,0
57,9384,24,2,194000,30000.0,99,651,204,204,246,5,113,10,0,0,90,5,4,6,10,1,20,0,0,97,.,5,1,4,86,0
59,3400,53,1,104705,25000.0,67,.,242,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
39,7917,33,1,335000,50000.0,89,742,254,256,187,13,87,24,0,0,96,21,6,6,24,0,25,2,2,6,.,1,1,0,25,1
51,7250,14,2,105710,19600.0,90,682,201,201,138,22,71,8,2,1,80,38,6,5,10,0,70,3,3,.,39,.,2,.,100,1
35,4583,32,2,161373,32000.0,99,686,203,175,208,5,61,48,1,1,98,36,6,3,53,6,26,3,3,78,93,8,4,3,75,0
43,2500,48,1,148000,80000.0,54,670,267,223,173,1,75,30,0,0,97,7,4,6,32,1,38,1,0,43,100,6,1,1,70,0
38,8333,35,1,235000,85000.0,68,648,232,162,363,3,24,17,0,0,94,33,6,6,39,7,29,1,1,68,99,8,3,1,92,0
45,8833,19,2,173001,54000.0,95,745,275,227,96,18,57,10,0,0,100,999,7,8,10,0,60,0,0,.,.,.,1,.,100,0
30,8333,40,1,305000,25000.0,87,659,204,204,82,1,43,25,2,1,97,70,6,5,30,3,33,4,4,33,53,2,8,1,56,0
54,6917,17,2,133801,17000.0,89,761,308,268,350,12,105,36,0,0,100,999,7,8,40,0,60,3,3,12,63,5,3,0,80,1
45,12100,28,2,363000,70000.0,82,764,270,240,128,5,78,44,0,0,100,999,7,8,44,1,14,1,1,8,85,7,2,0,36,1
42,18567,15,2,265000,31000.0,90,681,280,204,348,12,91,34,0,0,100,999,7,8,34,0,32,0,0,78,68,11,4,7,76,1
34,3470,28,2,64668,6600.0,100,746,294,279,174,19,94,20,0,0,100,999,7,8,20,0,25,1,1,55,61,7,2,1,90,0
52,8333,18,2,120585,50000.0,87,676,231,192,244,5,84,20,2,1,86,51,6,5,21,3,29,0,0,84,.,4,1,3,56,0
52,19083,18,2,385000,125000.0,80,707,220,220,330,7,131,6,0,0,67,14,6,6,6,1,50,0,0,59,.,2,1,0,75,0
34,9083,41,2,236381,47200.0,100,698,252,201,178,1,60,29,0,0,100,999,7,8,48,2,43,3,3,60,85,6,2,2,89,1
55,29167,11,1,394669,50000.0,75,786,305,277,332,2,127,15,0,0,100,999,7,8,17,1,59,0,0,13,89,2,2,0,80,1
27,5458,32,2,83115,20000.0,97,745,246,246,88,2,50,20,0,0,95,39,6,6,22,2,48,0,0,13,55,4,3,0,70,0
24,2907,37,1,81000,10300.0,90,726,267,226,53,3,24,13,0,0,100,999,7,8,13,4,46,1,1,19,99,3,2,0,56,0
42,7917,51,2,410000,34400.0,80,711,212,212,193,2,84,14,0,0,100,999,7,8,21,3,27,2,2,77,.,5,.,2,83,0
64,7336,18,2,170000,35000.0,64,711,222,222,142,2,60,44,2,2,98,18,6,6,47,4,28,0,0,0,90,3,5,1,40,1
39,7033,25,1,175000,42000.0,100,716,245,198,207,4,46,17,0,0,100,999,7,8,17,4,24,4,3,62,66,6,2,0,67,0
52,6850,35,2,242085,50000.0,77,777,305,254,280,6,109,21,0,0,100,999,7,8,21,1,33,0,0,19,82,3,3,0,60,1
57,0,999,2,0,16600.0,90,.,0,189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
35,0,999,1,0,10000.0,86,.,0,189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
50,15167,37,2,206000,44500.0,90,699,266,265,263,6,95,38,0,0,97,32,6,6,38,3,24,0,0,53,35,8,2,2,61,0
60,8335,10,1,96047,15000.0,68,.,248,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
39,5603,38,2,133000,30000.0,100,633,243,197,134,9,48,12,0,0,92,23,6,6,15,1,57,1,1,97,57,4,5,3,90,0
71,2701,38,1,110000,50000.0,73,728,219,228,389,30,102,22,2,2,92,25,6,2,24,0,4,1,1,13,.,5,.,0,36,1
44,5583,27,1,166417,30000.0,76,636,184,183,.,7,87,27,0,0,93,2,4,6,0,3,7,2,2,40,.,14,1,4,94,0
35,3542,33,1,90000,5000.0,86,756,293,226,123,13,63,17,0,0,100,999,7,8,20,0,55,0,0,55,63,2,3,0,100,0
56,10000,46,2,277000,99000.0,90,728,279,214,137,20,68,17,0,0,100,999,7,8,18,0,17,5,4,48,.,2,1,1,60,0
59,11500,23,2,266453,100000.0,60,804,312,276,362,35,139,12,0,0,100,999,7,8,12,0,8,0,0,1,.,4,1,0,50,1
22,1733,28,1,31575,9200.0,90,648,213,189,32,4,20,5,0,0,80,17,6,6,5,1,20,2,2,83,33,1,1,1,60,0
64,7251,25,2,80000,66000.0,95,665,284,225,322,17,102,28,0,0,100,999,7,8,28,0,43,1,1,67,72,6,6,3,71,0
43,7167,32,2,162800,73000.0,90,712,280,264,250,18,81,19,0,0,100,999,7,8,20,0,20,1,1,69,54,6,3,2,69,1
45,15000,15,2,240784,50000.0,91,659,207,207,137,6,76,22,6,2,73,12,6,4,30,1,60,2,2,45,55,3,4,0,100,1
48,3834,34,1,77001,8100.0,100,720,286,241,177,4,99,38,0,0,97,2,4,6,38,2,32,0,0,13,100,6,2,1,50,0
53,2708,27,1,111055,40000.0,44,614,220,187,.,37,90,11,7,5,55,4,0,2,20,0,65,0,0,.,12,1,1,0,100,0
58,7500,36,2,275000,70000.0,89,762,262,253,341,4,115,25,0,0,96,65,6,6,25,2,28,2,2,3,100,3,3,.,64,1
51,4650,56,1,114500,80000.0,70,804,283,283,291,7,88,26,0,0,100,999,7,8,26,2,35,0,0,0,.,3,.,0,23,0
34,4156,32,2,142000,25000.0,100,722,289,217,108,14,58,18,1,0,95,62,6,5,19,0,42,0,0,20,.,4,2,1,86,0
31,12050,11,1,110001,23500.0,90,736,243,235,138,5,55,20,0,0,100,999,7,8,20,4,25,0,0,30,.,2,1,1,23,0
57,9083,25,2,266702,25000.0,80,683,275,263,303,1,104,35,0,0,94,61,6,6,36,1,31,0,0,45,61,7,4,3,61,1
92,6412,18,1,93610,75000.0,80,696,202,172,151,2,34,10,0,0,100,999,7,8,12,7,25,4,4,53,.,6,.,1,67,0
40,8583,31,2,233000,75000.0,64,756,262,273,194,4,102,26,0,0,100,999,7,8,15,2,35,2,0,12,51,3,3,0,67,1
51,4800,20,2,115000,10500.0,69,732,236,209,84,2,25,11,1,0,92,20,6,5,13,1,15,4,4,2,77,1,1,0,20,1
58,0,.,2,0,5000.0,82,.,0,196,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
29,3483,45,1,143000,25000.0,87,733,280,231,141,9,64,20,0,0,100,999,7,8,20,1,35,0,0,48,98,1,4,.,75,1
45,3333,41,1,69226,14000.0,88,618,252,184,346,25,68,13,1,1,73,4,4,6,26,0,53,0,0,0,53,2,4,0,67,0
91,6667,37,2,204000,100000.0,86,782,280,242,117,6,67,11,0,0,100,999,7,8,12,1,8,4,4,3,.,3,1,0,67,1
38,4500,21,1,53626,15000.0,93,636,245,186,79,6,32,18,0,0,100,999,7,8,19,6,26,4,4,20,100,6,2,1,57,0
42,5333,27,1,151756,20000.0,90,.,230,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
34,4292,38,2,143000,18000.0,96,670,261,255,.,6,59,31,0,0,100,999,7,8,31,3,35,0,0,60,70,5,4,2,82,0
40,8333,25,1,212391,50000.0,71,667,260,201,153,8,52,29,0,0,100,999,7,8,29,1,14,0,0,61,79,5,1,4,43,0
24,8583,15,2,135000,10000.0,97,633,210,176,21,9,13,3,1,1,100,999,6,8,3,2,33,0,0,94,.,2,1,2,100,0
61,1309,40,1,131648,35000.0,27,614,251,206,314,9,111,16,0,0,94,3,4,6,17,2,18,0,0,78,96,6,1,3,70,0
40,18333,33,2,342001,100000.0,76,743,240,243,130,4,57,24,0,0,100,999,7,8,24,3,38,1,1,41,43,3,3,0,46,1
75,1971,37,2,87340,20000.0,40,684,232,233,469,4,106,33,1,1,78,8,4,3,36,2,25,0,0,2,.,5,1,0,38,1
51,5834,15,2,58300,28000.0,99,705,256,256,305,2,84,29,0,0,97,5,4,6,31,1,40,0,0,19,18,5,3,0,53,1
34,2833,34,1,56500,17000.0,99,667,240,214,164,8,71,24,1,0,85,0,4,5,27,1,30,4,4,17,30,3,6,0,75,0
48,3215,31,1,125000,16500.0,100,676,262,215,373,12,88,21,0,0,90,.,5,6,21,0,19,4,4,50,.,6,1,4,58,0
30,8000,18,2,142541,13700.0,100,645,221,154,186,4,35,19,0,0,95,8,4,6,36,2,32,0,0,79,90,5,3,4,62,0
45,4500,20,2,101995,20000.0,77,737,219,218,366,3,73,11,0,0,92,0,4,6,23,2,75,0,0,13,98,2,2,0,80,1
34,4075,29,1,135000,20000.0,79,.,212,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
61,7750,10,1,190000,50000.0,94,770,251,276,155,17,78,13,0,0,100,999,6,7,17,0,50,0,0,1,.,1,1,0,60,0
49,7157,19,2,101000,20000.0,100,678,220,195,308,8,106,12,1,0,57,22,6,5,14,1,43,2,2,89,.,4,1,1,83,0
35,13333,19,2,241000,50000.0,100,762,291,250,227,11,75,23,0,0,96,50,6,6,24,1,48,0,0,0,.,0,1,0,33,1
57,6250,24,1,371216,100000.0,27,723,287,257,221,3,75,30,0,0,100,999,7,8,30,3,10,0,0,22,.,9,.,3,47,1
36,18000,7,1,176000,7600.0,80,657,187,178,85,0,13,2,0,0,100,999,7,8,9,8,33,66,66,65,.,2,3,1,71,0
26,4346,33,1,104000,22000.0,100,769,228,228,172,3,33,17,0,0,100,999,7,8,13,3,35,0,0,6,100,1,2,0,38,1
51,5308,22,2,90000,76800.0,85,764,266,225,181,2,150,5,0,0,100,999,7,8,10,1,17,1,1,.,99,1,1,.,100,1
49,7775,8,2,372447,40000.0,11,767,241,261,365,5,75,20,0,0,95,53,6,6,31,3,0,0,0,8,.,3,.,0,31,0
44,9833,26,2,268000,19000.0,100,772,296,279,216,6,66,20,0,0,100,999,7,8,20,2,45,1,1,4,75,3,2,1,45,1
47,0,3,2,0,34500.0,89,.,0,204,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
29,2708,38,1,128203,15300.0,100,646,244,216,80,2,47,24,0,0,96,59,6,6,25,1,48,0,0,73,113,5,5,2,91,0
55,3451,47,1,102288,50000.0,49,768,239,267,239,4,132,10,1,0,91,30,6,5,11,3,36,1,1,11,.,2,2,0,80,0
69,3400,26,2,77846,50000.0,64,.,320,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
59,4334,41,1,208341,15000.0,56,615,248,176,277,9,98,28,0,0,93,4,4,6,9,2,39,0,0,71,90,7,2,5,69,1
42,9250,36,2,193000,24200.0,90,610,221,205,189,1,66,43,0,0,92,6,4,6,49,7,63,8,8,46,39,7,3,3,67,0
67,6000,42,2,130000,100000.0,77,624,222,215,274,11,144,9,2,0,64,41,4,5,11,1,36,3,3,68,15,2,3,1,100,0
62,3155,45,1,202372,5000.0,72,789,300,269,313,14,116,5,0,0,100,999,7,8,5,0,0,0,0,13,.,3,.,0,75,0
77,2200,41,2,75072,60000.0,80,774,286,231,358,36,157,4,1,0,80,55,6,5,5,0,0,0,0,0,.,0,.,0,0,0
75,22083,6,2,114108,75000.0,85,698,266,266,501,1,140,45,0,0,98,4,4,6,49,5,11,1,1,4,.,10,.,0,37,1
41,7160,29,2,107637,30000.0,97,674,213,194,228,3,95,24,3,3,83,57,6,2,29,3,52,0,0,75,92,2,4,1,86,0
28,5733,26,2,139447,20000.0,97,630,219,187,28,2,13,6,0,0,100,999,7,8,7,4,43,0,0,98,77,3,3,3,100,1
65,7500,18,2,167497,50000.0,56,728,289,253,.,50,122,14,1,1,93,49,6,2,0,0,20,0,0,1,.,1,1,0,75,1
40,20884,19,2,290000,60000.0,100,754,255,264,234,2,93,54,0,0,100,999,7,8,43,4,22,2,2,5,31,5,1,1,32,1
38,8300,33,2,155359,39000.0,100,707,265,201,321,23,59,21,0,0,100,999,7,8,41,0,29,4,4,63,64,5,4,2,77,0
43,6833,25,2,244000,20000.0,78,611,227,201,246,7,83,18,1,1,77,3,1,3,23,1,36,0,0,49,94,3,1,1,80,0
33,6033,16,1,95002,34000.0,100,.,260,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
59,3003,34,2,100000,30000.0,90,.,251,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
37,5042,22,2,100000,20000.0,100,633,237,188,171,37,85,24,0,0,76,13,6,6,25,0,40,2,2,86,38,7,2,3,100,0
82,2500,45,1,145937,25000.0,69,744,280,248,285,37,80,10,0,0,100,999,7,8,29,0,40,0,0,45,.,2,1,0,100,0
39,20834,11,2,225640,75000.0,82,725,273,254,201,8,71,38,0,0,97,51,6,6,39,5,36,0,0,0,47,1,5,0,35,1
53,11000,34,2,270380,93000.0,90,758,304,297,350,10,100,30,0,0,100,999,7,8,31,1,52,1,1,4,58,4,3,0,100,1
67,0,.,2,0,10000.0,13,.,0,204,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
67,2917,31,2,89242,18000.0,100,693,252,205,154,1,62,7,0,0,90,1,4,6,27,2,40,3,2,14,.,3,1,0,80,0
26,0,22,2,0,32243.0,88,.,0,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
67,2402,7,2,46000,12000.0,26,653,222,190,252,45,142,6,6,5,75,30,5,2,16,0,69,0,0,110,.,2,.,1,100,0
51,14333,30,2,485000,120000.0,77,739,262,262,224,4,84,61,0,0,97,28,6,6,61,4,21,4,4,1,98,5,2,1,32,1
40,6583,28,2,143945,31000.0,90,729,314,264,173,14,71,39,0,0,100,999,6,8,42,0,31,0,0,19,66,8,3,1,50,1
31,4508,27,2,107095,40000.0,80,.,220,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
50,3707,41,1,138490,26100.0,87,662,212,168,206,14,76,25,5,5,88,6,4,6,26,0,69,1,1,76,82,2,3,1,100,1
50,14333,26,2,540097,50000.0,80,786,288,288,296,26,120,12,0,0,100,999,7,8,14,0,42,0,0,17,33,2,1,0,75,1
64,5476,24,2,95568,75000.0,78,.,320,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
34,11250,43,2,385000,100000.0,85,706,235,208,161,4,73,43,1,1,84,31,6,4,44,1,20,8,8,30,91,5,3,1,35,1
25,1203,38,1,47900,7000.0,98,686,218,179,52,8,28,3,0,0,100,999,7,8,3,1,67,2,1,95,.,1,1,.,100,0
65,5450,36,2,91000,50000.0,55,790,251,262,365,5,166,29,0,0,97,14,6,6,30,2,43,0,0,10,.,1,3,0,44,1
